sample	1033731.3	1034345.3	1042156.4	1105031.3	1118060.3	1121370.3	1121445.4	1122152.3	1193534.5	1226323.3	1261635.4	1262775.3	1262799.3	1384484.3	1410617.3	1423720.3	1451189.3	1458469.3	1496.3893	1507.3	1507512.3	1519439.3	154288.6	160490.10	1679721.3	1776382.82	1805478.3	1812858.3	1816678.39	190304.8	1946379.3	195103.10	1965550.3	1965582.3	1969167.3	1969565.3	1969568.3	1970790.3	1981510.4	203120.7	2049039.65	206672.9	220668.9	226185.9	230361.4	242231.10	245018.3	2605789.3	2662363.3	272563.8	272621.13	272623.7	2840870.3	295405.11	301301.604	321967.11	349741.6	362948.14	390333.7	40545.1270	411461.4	411463.4	411466.7	411483.3	445974.6	457415.3	46507.4	469618.3	479436.6	500635.8	511145.12	511680.4	515620.4	518637.5	521003.7	521095.6	53443.32	553217.3	562982.3	563192.3	575594.3	591001.3	592028.3	610130.3	626939.3	638301.3	648.116	657308.3	657313.3	665956.3	680646.3	706434.3	709991.3	71421.8	717962.3	742816.3	745368.1662	762966.3	762982.3	858.4	871664.7	875454.4	903814.3	907.4	938288.5	disease label
SRR8061746	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   1.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	0.0
SRR8061745	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061748	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061747	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061749	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061766	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061765	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061767	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061755	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061754	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061757	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061756	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061758	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061751	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
SRR8061750	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   1.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   1.0	   0.0	   0.0	   0.0	   0.0	0.0
